Date,Name,Description,Activity Types,Distance,Duration,Ascent,Descent,Calories,Feeling,RPE,Average Speed,Average Pace,Average Swim Pace,Average Grade Adjusted Pace,Average Heart Rate,Average Power,Maximum Power,VO2Max,Link
"11/29/2020","2020-11-29T09:12:51.000Z","","Running","8.98 Km","46m 39s","80 m","113 m","574 KCal","Very Good ","","11.55 km/h","05:11 min/km","","04:59 min/km","150 bpm","","","60.20 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/cbafdfebe8482a6cb50e380ddaf7b19c6e511ca607a79bc1565f5fef5b78c49b"
"12/1/2020","2020-12-01T07:48:53.000Z","","Running","9.01 Km","46m 14s","78 m","71 m","628 KCal","Average ","","11.69 km/h","05:07 min/km","","04:57 min/km","155 bpm","","","59.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/b265bb9ac2bd59c332158c660305f56761ee288e62f393fb4445b1dc98f2fd56"
"12/2/2020","2020-12-02T07:55:33.000Z","","Running","11.48 Km","57m 22s","120 m","106 m","814 KCal","","","12.01 km/h","04:59 min/km","","04:46 min/km","163 bpm","","","59.70 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/362342f5fb781b4e9c9e60b6679cfc4062b209df217b0901b1213b1e8a7e671e"
"12/3/2020","2020-12-03T09:51:55.000Z","","Running","9.78 Km","46m 07s","85 m","50 m","747 KCal","Good ","","12.72 km/h","04:42 min/km","","04:32 min/km","172 bpm","","","59.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/d7d325fdeed0316345272fa56657d78d6a09b95deef02712907afb106813e6a8"
"12/4/2020","2020-12-04T08:48:12.000Z","","Running","11.77 Km","01h 02m 05s","100 m","113 m","778 KCal","Good ","","11.37 km/h","05:16 min/km","","05:09 min/km","156 bpm","","","59.30 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/543ec8c89b175837ea353e20e05571c6af13db99cece7bbb6ae227bc9cace7ba"
"12/5/2020","2020-12-05T11:28:12.000Z","","Running","9.01 Km","44m 34s","43 m","35 m","641 KCal","Good ","","12.13 km/h","04:56 min/km","","04:48 min/km","162 bpm","","","59.40 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/d4caf20a75b539f69be1fcf43286e2899d7e460e079416e24c85949abf29abab"
"12/6/2020","2020-12-06T09:04:03.000Z","","Running","19.22 Km","01h 47m 18s","0 m","14 m","1190 KCal","Very Good ","","10.75 km/h","05:34 min/km","","05:34 min/km","150 bpm","","","59.60 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/e44bfd90a1f7bc7095113f955c28548c8dc013690cb0bd0af2b5bf85144a9a20"
"12/7/2020","2020-12-07T09:03:23.000Z","","Running","10.52 Km","01h 04m 54s","157 m","120 m","669 KCal","Very Good ","","9.72 km/h","06:10 min/km","","05:52 min/km","138 bpm","","","59.20 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/9153581ea2871d8f7583751215f8066673a0ebe4ab45f1ea6bd0e7a1e7c024cf"
"12/8/2020","2020-12-08T08:53:42.000Z","","Running","10.64 Km","55m 28s","106 m","106 m","715 KCal","Good ","","11.51 km/h","05:12 min/km","","04:59 min/km","156 bpm","","","59.50 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/65a591b21bf7d031dbb324fc2ff736fab9ca2f708d751b2d886d46a9035ade06"
"12/9/2020","2020-12-09T14:07:56.000Z","","Running","11.01 Km","56m 38s","71 m","100 m","798 KCal","Very Good ","","11.66 km/h","05:08 min/km","","04:59 min/km","161 bpm","","","59.30 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/e1fb0006fa9037ad97a5d07ff6cb96605d459416254824eb9596b26d021c5a18"
"12/10/2020","2020-12-10T09:23:31.000Z","","Running","16.11 Km","01h 37m 14s","78 m","43 m","1081 KCal","Excellent ","","9.94 km/h","06:02 min/km","","05:56 min/km","152 bpm","","","60.20 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/7b8425bfd0bfc435e8e52c327d9929decd8aa4f2eda66d1a23f7b617d558236e"
"12/11/2020","2020-12-11T09:51:18.000Z","","Running","11.59 Km","01h 02m 03s","113 m","78 m","749 KCal","Very Good ","","11.21 km/h","05:21 min/km","","05:07 min/km","152 bpm","","","59.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/08b282d065f1a0c3b90f2c324aa4cb8765041697a30933b32389d18c106d5e66"
"12/12/2020","2020-12-12T09:27:13.000Z","","Running","30.20 Km","03h 04m 35s","191 m","154 m","1960 KCal","Good ","","9.82 km/h","06:06 min/km","","06:00 min/km","146 bpm","","","59.30 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/471f467e6a68a386b0f77f012519c539d9f3823db6634f01238575a5e20ba678"
"12/13/2020","2020-12-13T11:51:51.000Z","","Running","10.05 Km","01h 03m 40s","92 m","99 m","629 KCal","Very Good ","","9.47 km/h","06:20 min/km","","06:07 min/km","138 bpm","","","58.70 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/c37eedc4ab25b870845e51bdb170bc0ce0f4d468d579b867a8cc1fb0e5804750"
"12/14/2020","2020-12-14T10:09:00.000Z","","Running","13.86 Km","01h 16m 17s","148 m","106 m","833 KCal","Good ","","10.90 km/h","05:30 min/km","","05:19 min/km","147 bpm","","","58.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/ebc1bac7c62d852ce6000dfb193bf2ab53a56a3412874485f392d280b14dad78"
"12/15/2020","2020-12-15T08:29:56.000Z","","Running","12.84 Km","01h 11m 17s","128 m","113 m","800 KCal","Good ","","10.81 km/h","05:33 min/km","","05:19 min/km","149 bpm","","","58.90 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/c27b8d99f8d3b4b0d5df3db391389e2b08e967bd7b0c4c19c9d2fc3cd7254dd6"
"12/16/2020","2020-12-16T09:16:07.000Z","","Running","235.0 m","01m 15s","21 m","0 m","11 KCal","","","11.15 km/h","05:22 min/km","","03:47 min/km","136 bpm","","","58.90 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/f2d3e998e6035cb3eefa3fafe7be38f2d1a200f793f11c74264d21277a435d4d"
"12/16/2020","2020-12-16T09:18:17.000Z","","Running","12.30 Km","01h 06m 22s","92 m","92 m","788 KCal","Very Good ","","11.12 km/h","05:23 min/km","","05:13 min/km","153 bpm","","","58.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/24147853338a46fe625a400a1988c7cfee431dcf63b043d62dd81f21f7649f5b"
"12/17/2020","2020-12-17T09:27:59.000Z","","Running","22.14 Km","01h 54m 13s","77 m","63 m","1282 KCal","Very Good ","","11.63 km/h","05:09 min/km","","05:05 min/km","151 bpm","","","59.40 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/b5e4a34e45fec3951791bbe533212aa3fe28bccb79cf35edeaf62119bf974688"
"12/18/2020","2020-12-18T08:32:17.000Z","","Running","12.29 Km","01h 13m 58s","92 m","56 m","1211 KCal","Very Good ","","9.97 km/h","06:01 min/km","","05:44 min/km","180 bpm","","","54.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/27c809caf19ab00dbae9e5fc859da6998cf578544e9157949939ac215f87b140"
"12/19/2020","2020-12-19T10:31:57.000Z","","Running","8.94 Km","50m 21s","35 m","50 m","562 KCal","Average ","","10.66 km/h","05:37 min/km","","05:27 min/km","150 bpm","","","55.00 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/00cb7f8fce9c68eb2263c0652a23539020913cd25b71337f88c8f950a6121c49"
"12/20/2020","2020-12-20T09:00:07.000Z","","Running","10.97 Km","01h 00m 22s","92 m","71 m","852 KCal","Very Good ","","10.90 km/h","05:30 min/km","","05:13 min/km","196 bpm","","","55.00 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/e80820372c0ef537fdf5ae27fb56f89f0c4d28b958a1859aee04c8d6ed8c6ffc"
"12/23/2020","2020-12-23T12:39:05.000Z","","Running","16.70 Km","01h 54m 54s","492 m","362 m","1669 KCal","Good ","","8.72 km/h","06:52 min/km","","05:50 min/km","169 bpm","","","54.70 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/09af11307b2848cc0c05b890a59fe7120234549dab837005eef658115b7393e3"
"12/24/2020","2020-12-24T12:56:01.000Z","","Running","5.46 Km","33m 11s","42 m","57 m","440 KCal","Good ","","9.87 km/h","06:04 min/km","","05:58 min/km","158 bpm","","","54.30 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/bed490b3bdb65750200cc31c09a1f5619ea0fc3c57a070bc58d8d23fe8f6138e"
"12/26/2020","2020-12-26T12:37:04.000Z","","Running","5.40 Km","34m 22s","65 m","35 m","442 KCal","Poor ","","9.43 km/h","06:21 min/km","","06:01 min/km","157 bpm","","","54.00 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/dcd44f2c9074d4b723aac0db660e16d55811fc72a5acf5aa48ba77644a87431a"
"12/27/2020","2020-12-27T10:01:34.000Z","","Running","34.60 Km","03h 34m 29s","657 m","709 m","3094 KCal","Good ","","9.68 km/h","06:11 min/km","","05:36 min/km","171 bpm","","","53.80 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/2e1d97b06a07831d68655d5c11564739b045b028577a2d349d0005f2fae15eba"
"12/29/2020","2020-12-29T08:39:19.000Z","","Running","7.52 Km","48m 16s","105 m","163 m","629 KCal","Good ","","9.34 km/h","06:25 min/km","","05:55 min/km","154 bpm","","","53.70 ","https://quantified-self.io/user/fRf6bCiiKcWGtwF8dXYuUwJgnGe2/event/3eeaba7358be5e890848b5ffd7015d5a39210f3b4e88fab1da43f5a2fce2d694"
